iter	Logloss
0	0.2065148717
1	0.06318241908
2	0.02753799347
3	0.01535311908
4	0.01113580809
5	0.008850352892
6	0.007912505374
7	0.006538738408
8	0.005866626467
9	0.00540367562
10	0.005042294346
11	0.004497184095
12	0.004175477973
13	0.004023357361
14	0.003714267385
15	0.003631971659
16	0.003474399123
17	0.003309478414
18	0.003199639238
19	0.003056028418
20	0.002920848683
21	0.002778169909
22	0.002559183924
23	0.002345707457
24	0.002345702323
25	0.002345702323
26	0.002257077588
27	0.002220091908
28	0.002219945329
29	0.002177472034
30	0.002149912197
31	0.002117163946
32	0.002037510792
33	0.002037475692
34	0.001949865729
35	0.001867168836
36	0.001867141847
37	0.00186639016
38	0.001866852393
39	0.001865643244
40	0.001865643244
41	0.001762601592
42	0.001763117736
43	0.001753741002
44	0.001752478104
45	0.001754255779
46	0.001753366461
47	0.001647839964
48	0.001648116971
49	0.001599645548
50	0.00153768152
51	0.001516155717
52	0.001471945765
53	0.001470859523
54	0.001470853248
55	0.001469375136
56	0.001470482128
57	0.001470482128
58	0.001470482128
59	0.001470482128
60	0.001470482128
61	0.001470482128
62	0.001470482128
63	0.001470396214
64	0.001470755534
65	0.001470605896
66	0.00147002676
67	0.001471686107
68	0.001471504748
69	0.001471307157
70	0.001471403175
71	0.0014714218
72	0.001471148232
73	0.001471108302
74	0.001470371334
75	0.001470450035
76	0.001469065278
77	0.001468858493
78	0.001469650903
79	0.00146892801
80	0.001468925147
81	0.00146979711
82	0.001469676407
83	0.001469030754
84	0.001469599083
85	0.001468553461
86	0.001469418882
87	0.00146860368
88	0.001469520916
89	0.001468682978
90	0.00146914639
91	0.00146914639
92	0.00146914639
93	0.001468714044
94	0.001469385795
95	0.001469527235
96	0.001470524468
97	0.001470528909
98	0.001469685602
99	0.001470682709
100	0.001469251248
101	0.001470537415
102	0.001469818363
103	0.001470358707
104	0.001469582688
105	0.001470364629
106	0.001469451595
107	0.001470516448
108	0.001469315016
109	0.001470232981
110	0.001470614091
111	0.001469410297
112	0.001469530844
113	0.001468973974
114	0.001468973974
115	0.001468973974
116	0.001468973974
117	0.001468973974
118	0.001468973974
119	0.001468973974
120	0.001468973974
121	0.001468973974
122	0.001468973974
123	0.001468973974
124	0.001468973974
125	0.001468973974
126	0.001468973974
127	0.001468973974
128	0.001468973974
129	0.001468973974
130	0.001468973974
131	0.001468973974
132	0.001468973974
133	0.001468973974
134	0.001468973974
135	0.001468973974
136	0.001468973974
137	0.001468973974
138	0.001468973974
139	0.001468973974
140	0.001468973974
141	0.001468973974
142	0.001468973974
143	0.001468973974
144	0.001468973974
145	0.001468973974
146	0.001468973974
147	0.001468973974
148	0.001468973974
149	0.001468973974
150	0.001468973974
151	0.001468973974
152	0.001468973974
153	0.001468973974
154	0.001468973974
155	0.001468973974
156	0.001468973974
157	0.001468973974
158	0.001468973974
159	0.001468973974
160	0.001468973974
161	0.001468973974
162	0.001468973974
163	0.001468973974
164	0.001468973974
165	0.001468973974
166	0.001468973974
167	0.001468973974
168	0.001468973974
169	0.001468973974
170	0.001468973974
171	0.001468973974
172	0.001468973974
173	0.001468973974
174	0.001468973974
175	0.001468973974
176	0.001468973974
177	0.001468973974
178	0.001468973974
179	0.001468973974
180	0.001468973974
181	0.001468973974
182	0.001468973974
183	0.001468973974
184	0.001468973974
185	0.001468973974
186	0.001468973974
187	0.001468973974
188	0.001468973974
189	0.001468973974
190	0.001468973974
191	0.001468973974
192	0.001468973974
193	0.001468973974
194	0.001468973974
195	0.001468973974
196	0.001468973974
197	0.001468973974
198	0.001468973974
199	0.001468973974
200	0.001468973974
201	0.001468973974
202	0.001468973974
203	0.001468973974
204	0.001468973974
205	0.001468973974
206	0.001468973974
207	0.001468973974
208	0.001468973974
209	0.001468973974
210	0.001468973974
211	0.001468973974
212	0.001468973974
213	0.001468973974
214	0.001468973974
215	0.001468973974
216	0.001468973974
217	0.001468973974
218	0.001468973974
219	0.001468973974
220	0.001468973974
221	0.001468973974
222	0.001468973974
223	0.001468973974
224	0.001468973974
225	0.001468973974
226	0.001468973974
227	0.001468973974
228	0.001468973974
229	0.001468973974
230	0.001468973974
231	0.001468973974
232	0.001468973974
233	0.001468973974
234	0.001468973974
235	0.001468973974
236	0.001468973974
237	0.001468973974
238	0.001468973974
239	0.001468973974
240	0.001468973974
241	0.001468973974
242	0.001468973974
243	0.001468973974
244	0.001468973974
245	0.001468973974
246	0.001468973974
247	0.001468973974
248	0.001468973974
249	0.001468973974
250	0.001468973974
251	0.001468973974
252	0.001468973974
253	0.001468973974
254	0.001468973974
255	0.001468973974
256	0.001468973974
257	0.001468973974
258	0.001468973974
259	0.001468973974
260	0.001468973974
261	0.001468973974
262	0.001468973974
263	0.001468973974
264	0.001468973974
265	0.001468973974
266	0.001468973974
267	0.001468973974
268	0.001468973974
269	0.001468973974
270	0.001468973974
271	0.001468973974
272	0.001468973974
273	0.001468973974
274	0.001468973974
275	0.001468973974
276	0.001468973974
277	0.001468973974
278	0.001468973974
279	0.001468973974
280	0.001468973974
281	0.001468973974
282	0.001468973974
283	0.001468973974
284	0.001468973974
285	0.001468973974
286	0.001468973974
287	0.001468973974
288	0.001468973974
289	0.001468973974
290	0.001468973974
291	0.001468973974
292	0.001468973974
293	0.001468973974
294	0.001468973974
295	0.001468973974
296	0.001468973974
297	0.001468973974
298	0.001468973974
299	0.001468973974
